measure_name,state_name,subpopulation,value,source
Excessive Drinking,West Virginia,Black/African American,12,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Connecticut,Black/African American,12,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Wisconsin,Black/African American,12,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Maryland,Black/African American,12,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Maryland,Black/African American,12,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Nevada,Black/African American,12,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Connecticut,Black/African American,13,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Washington,Black/African American,13,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Missouri,Black/African American,13,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,North Carolina,Black/African American,13,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Oklahoma,Black/African American,13,"CDC, Behavioral Risk Factor Surveillance System"
Depression,New York,Black/African American,13,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Mississippi,Black/African American,13,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Florida,Black/African American,13,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Florida,Black/African American,13,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Kentucky,Black/African American,13,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Illinois,Black/African American,13,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Georgia,Black/African American,13,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Georgia,Black/African American,13,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Georgia,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,North Dakota,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Oklahoma,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Iowa,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Nevada,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,West Virginia,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Florida,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Virginia,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Maryland,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,New Jersey,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Maryland,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Texas,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Arkansas,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Delaware,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Ohio,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Arizona,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,New Jersey,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Utah,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Kentucky,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Arizona,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Delaware,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,New York,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Oregon,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Massachusetts,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Virginia,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Vermont,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Massachusetts,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Washington,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Alabama,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,New York,Black/African American,14,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,South Carolina,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Minnesota,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,California,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Connecticut,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Rhode Island,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Washington,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,District of Columbia,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Georgia,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Wisconsin,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Arizona,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,New York,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Delaware,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Massachusetts,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Minnesota,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Tennessee,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Depression,South Carolina,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Michigan,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Utah,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,New Mexico,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,United States,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,United States,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Missouri,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Illinois,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Nebraska,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Alaska,Black/African American,15,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,California,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Indiana,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Virginia,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Oregon,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,North Carolina,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Hawaii,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Tennessee,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Louisiana,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Pennsylvania,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Mississippi,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Iowa,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Kansas,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Louisiana,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Depression,United States,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Indiana,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Colorado,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Michigan,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Rhode Island,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Arkansas,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Connecticut,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Arizona,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Mississippi,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Nebraska,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,North Dakota,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Kansas,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,California,Black/African American,16,"CDC, Behavioral Risk Factor Surveillance System"
Depression,North Carolina,Black/African American,17,"CDC, Behavioral Risk Factor Surveillance System"
Depression,New Mexico,Black/African American,17,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Pennsylvania,Black/African American,17,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Ohio,Black/African American,17,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Indiana,Black/African American,17,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,South Carolina,Black/African American,17,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Delaware,Black/African American,17,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Kansas,Black/African American,17,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Missouri,Black/African American,17,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Texas,Black/African American,17,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Oregon,Black/African American,17,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,New Mexico,Black/African American,17,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Alabama,Black/African American,17,"CDC, Behavioral Risk Factor Surveillance System"
Depression,District of Columbia,Black/African American,18,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Virginia,Black/African American,18,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Nebraska,Black/African American,18,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Tennessee,Black/African American,18,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Utah,Black/African American,18,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,South Carolina,Black/African American,18,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,United States,Black/African American,18,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Alabama,Black/African American,18,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Texas,Black/African American,18,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Kentucky,Black/African American,18,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Ohio,Black/African American,18,"CDC, Behavioral Risk Factor Surveillance System"
Depression,California,Black/African American,18,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Illinois,Black/African American,19,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Wisconsin,Black/African American,19,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Colorado,Black/African American,19,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Oklahoma,Black/African American,19,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Mississippi,Black/African American,19,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Louisiana,Black/African American,19,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,District of Columbia,Black/African American,19,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,North Carolina,Black/African American,19,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Texas,Black/African American,19,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Rhode Island,Black/African American,19,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Minnesota,Black/African American,20,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,New Mexico,Black/African American,20,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Iowa,Black/African American,20,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Nevada,Black/African American,20,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Pennsylvania,Black/African American,20,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Arkansas,Black/African American,20,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Indiana,Black/African American,20,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Louisiana,Black/African American,20,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Nevada,Black/African American,20,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Illinois,Black/African American,20,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Alabama,Black/African American,20,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Oregon,Black/African American,21,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Oklahoma,Black/African American,21,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Michigan,Black/African American,21,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Washington,Black/African American,21,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Pennsylvania,Black/African American,22,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Vermont,Black/African American,22,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,District of Columbia,Black/African American,22,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Michigan,Black/African American,22,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Arkansas,Black/African American,22,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Hawaii,Black/African American,22,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Kansas,Black/African American,22,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Colorado,Black/African American,22,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Tennessee,Black/African American,22,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Wisconsin,Black/African American,23,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Maine,Black/African American,23,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Nebraska,Black/African American,23,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Kentucky,Black/African American,24,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,South Dakota,Black/African American,24,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Missouri,Black/African American,24,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Washington,Black/African American,24,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Oregon,Black/African American,24,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Ohio,Black/African American,24,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,California,Black/African American,24,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,New Mexico,Black/African American,25,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Alaska,Black/African American,25,"CDC, Behavioral Risk Factor Surveillance System"
Depression,West Virginia,Black/African American,25,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Montana,Black/African American,26,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,West Virginia,Black/African American,26,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Utah,Black/African American,26,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Alaska,Black/African American,26,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Maryland,Black/African American,26,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,New Hampshire,Black/African American,26,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Arizona,Black/African American,27,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Vermont,Black/African American,28,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Pennsylvania,Black/African American,28,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Minnesota,Black/African American,28,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Massachusetts,Black/African American,28,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Iowa,Black/African American,28,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,North Carolina,Black/African American,28,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Nevada,Black/African American,28,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Nebraska,Black/African American,29,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Rhode Island,Black/African American,29,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Kansas,Black/African American,29,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Iowa,Black/African American,29,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Texas,Black/African American,30,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Florida,Black/African American,30,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Connecticut,Black/African American,30,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Georgia,Black/African American,30,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Illinois,Black/African American,30,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,United States,Black/African American,31,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,New York,Black/African American,31,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Virginia,Black/African American,31,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,West Virginia,Black/African American,32,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,New Jersey,Black/African American,32,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Indiana,Black/African American,32,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,District of Columbia,Black/African American,32,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Wisconsin,Black/African American,34,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Missouri,Black/African American,34,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Ohio,Black/African American,34,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Kentucky,Black/African American,36,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Louisiana,Black/African American,36,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Mississippi,Black/African American,38,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Maine,Black/African American,40,"CDC, Behavioral Risk Factor Surveillance System"
Per Capita Income,West Virginia,Black/African American,19464,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,South Dakota,Black/African American,18468,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Oklahoma,Black/African American,20540,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Texas,Black/African American,24696,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,New Hampshire,Black/African American,26780,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,District of Columbia,Black/African American,29920,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Colorado,Black/African American,26924,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Georgia,Black/African American,22868,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Nevada,Black/African American,22908,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Arkansas,Black/African American,17796,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Massachusetts,Black/African American,27084,"U.S. Census Bureau, American Community Survey PUMS"
Physical Inactivity,Arkansas,Black/African American,33,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Oklahoma,Black/African American,33,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,South Carolina,Black/African American,33,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Michigan,Black/African American,33,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Tennessee,Black/African American,33,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Delaware,Black/African American,33,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,North Dakota,Black/African American,35,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Alabama,Black/African American,35,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,New Hampshire,Black/African American,47,"CDC, Behavioral Risk Factor Surveillance System"
Per Capita Income,Oregon,Black/African American,25092,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Florida,Black/African American,20012,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Alaska,Black/African American,32308,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Delaware,Black/African American,26424,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Utah,Black/African American,21320,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Kansas,Black/African American,22392,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Nebraska,Black/African American,20416,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Maryland,Black/African American,32961,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Montana,Black/African American,17465,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Ohio,Black/African American,20593,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Mississippi,Black/African American,16573,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Wisconsin,Black/African American,17665,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Vermont,Black/African American,21805,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Louisiana,Black/African American,17713,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Iowa,Black/African American,17753,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Wyoming,Black/African American,31193,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,New Mexico,Black/African American,27245,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Indiana,Black/African American,20169,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Connecticut,Black/African American,26317,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Missouri,Black/African American,21205,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,California,Black/African American,29593,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Alabama,Black/African American,19409,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Michigan,Black/African American,20486,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,North Carolina,Black/African American,21538,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Illinois,Black/African American,22698,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,New York,Black/African American,26862,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Maine,Black/African American,13477,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Rhode Island,Black/African American,23058,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,South Carolina,Black/African American,19174,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Tennessee,Black/African American,21274,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Arizona,Black/African American,24550,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Virginia,Black/African American,27683,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Pennsylvania,Black/African American,21615,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Idaho,Black/African American,20631,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Washington,Black/African American,28915,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Minnesota,Black/African American,19791,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Kentucky,Black/African American,20887,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,North Dakota,Black/African American,26083,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,New Jersey,Black/African American,28335,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,United States,Black/African American,23263,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Hawaii,Black/African American,36646,"U.S. Census Bureau, American Community Survey PUMS"
Diabetes,Massachusetts,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Texas,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Massachusetts,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,West Virginia,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Wisconsin,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Massachusetts,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Idaho,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Nevada,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,New Jersey,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,New Hampshire,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Tennessee,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Connecticut,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,District of Columbia,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,District of Columbia,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Illinois,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Pennsylvania,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Kentucky,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,New Hampshire,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,New Jersey,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Illinois,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,New Hampshire,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Pennsylvania,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Hawaii,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,District of Columbia,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Hawaii,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,New Jersey,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Massachusetts,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Delaware,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,New Jersey,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Pennsylvania,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Utah,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Iowa,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Mississippi,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Hawaii,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Excessive Drinking,Arkansas,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,West Virginia,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Wyoming,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Tennessee,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
Depression,New Jersey,American Indian/Alaska Native,,"CDC, Behavioral Risk Factor Surveillance System"
